equipo,jugador,position,minutos,partidos,titularidades,goles,asistencias,pases_totales,recuperaciones,duelos_ganados,entradas_ganadas,intercepciones,indice_ofensivo,indice_progresion,indice_defensivo,indice_total_jugador,rol_tactico,lectura_dashboard
Alaves,M. Díaz,Forward,282.0,10.0,3.0,0.0,0.0,43.0,9.0,17.0,1.0,0.0,2.27,1.26,2.92,2.11,Rotación / impacto bajo,"M. Díaz (Alaves) aparece como rotación / impacto bajo, con índice total 2.11. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Álvaro Odriozola,Defender,202.0,5.0,2.0,1.0,0.0,28.0,2.0,9.0,1.0,1.0,2.64,1.42,2.06,2.04,Rotación / impacto bajo,"Álvaro Odriozola (Real sociedad) aparece como rotación / impacto bajo, con índice total 2.04. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,S. Becker,Forward,150.0,9.0,0.0,0.0,0.0,45.0,15.0,3.0,1.0,3.0,0.98,1.63,3.61,2.0,Rotación / impacto bajo,"S. Becker (Osasuna) aparece como rotación / impacto bajo, con índice total 2.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Randy Nteka,Midfielder,116.0,9.0,0.0,1.0,0.0,37.0,4.0,14.0,2.0,0.0,2.37,1.02,2.62,1.97,Rotación / impacto bajo,"Randy Nteka (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 1.97. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,M. Diarra,Defender,219.0,3.0,3.0,0.0,0.0,64.0,11.0,13.0,2.0,1.0,0.34,1.95,3.83,1.95,Rotación / impacto bajo,"M. Diarra (Alaves) aparece como rotación / impacto bajo, con índice total 1.95. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Gavi,Midfielder,86.0,4.0,0.0,0.0,0.0,94.0,7.0,6.0,1.0,1.0,0.51,3.27,2.06,1.94,Rotación / impacto bajo,"Gavi (Barcelona) aparece como rotación / impacto bajo, con índice total 1.94. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Atletico Madrid,J. Musso,Goalkeeper,360.0,4.0,4.0,0.0,0.0,99.0,35.0,1.0,0.0,0.0,0.0,2.6,3.43,1.94,Rotación / impacto bajo,"J. Musso (Atletico Madrid) aparece como rotación / impacto bajo, con índice total 1.94. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Ó. Trejo,Midfielder,73.0,6.0,0.0,0.0,0.0,63.0,1.0,6.0,0.0,0.0,1.58,3.2,0.66,1.87,Rotación / impacto bajo,"Ó. Trejo (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 1.87. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Oier Luengo,Defender,225.0,3.0,3.0,0.0,0.0,88.0,2.0,9.0,5.0,2.0,0.18,1.6,4.05,1.84,Rotación / impacto bajo,"Oier Luengo (Oviedo) aparece como rotación / impacto bajo, con índice total 1.84. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Athletic Club,Yeray,Defender,64.0,1.0,1.0,0.0,0.0,53.0,7.0,1.0,1.0,0.0,0.0,3.89,1.54,1.82,Rotación / impacto bajo,"Yeray (Athletic Club) aparece como rotación / impacto bajo, con índice total 1.82. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Íñigo Arguibide,Defender,186.0,6.0,2.0,0.0,0.0,38.0,8.0,3.0,3.0,2.0,0.28,1.67,3.48,1.73,Rotación / impacto bajo,"Íñigo Arguibide (Osasuna) aparece como rotación / impacto bajo, con índice total 1.73. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Manuel Ángel,Midfielder,87.0,3.0,1.0,0.0,0.0,63.0,5.0,8.0,3.0,0.0,0.43,2.48,2.32,1.72,Rotación / impacto bajo,"Manuel Ángel (Real Madrid) aparece como rotación / impacto bajo, con índice total 1.72. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Manu Bueno,Midfielder,135.0,6.0,0.0,0.0,0.0,63.0,4.0,5.0,1.0,0.0,0.57,3.07,1.42,1.7,Rotación / impacto bajo,"Manu Bueno (Sevilla) aparece como rotación / impacto bajo, con índice total 1.70. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Villareal,Arnau Tenas,Goalkeeper,270.0,3.0,3.0,0.0,0.0,84.0,16.0,1.0,1.0,0.0,0.0,2.98,2.09,1.67,Rotación / impacto bajo,"Arnau Tenas (Villareal) aparece como rotación / impacto bajo, con índice total 1.67. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Xavi Espart,Defender,91.0,2.0,1.0,0.0,0.0,58.0,4.0,9.0,1.0,5.0,0.12,1.16,4.02,1.65,Rotación / impacto bajo,"Xavi Espart (Barcelona) aparece como rotación / impacto bajo, con índice total 1.65. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Damián Rodríguez,Midfielder,151.0,2.0,2.0,0.0,0.0,114.0,7.0,0.0,0.0,1.0,0.45,3.15,1.3,1.65,Rotación / impacto bajo,"Damián Rodríguez (Celta) aparece como rotación / impacto bajo, con índice total 1.65. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Pablo Cuñat,Goalkeeper,180.0,2.0,2.0,0.0,0.0,57.0,25.0,2.0,0.0,0.0,0.0,2.2,2.88,1.64,Rotación / impacto bajo,"Pablo Cuñat (Levante) aparece como rotación / impacto bajo, con índice total 1.64. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Isco,Midfielder,30.0,1.0,0.0,0.0,1.0,19.0,0.0,2.0,0.0,0.0,2.84,1.65,0.19,1.63,Rotación / impacto bajo,"Isco (Betis) aparece como rotación / impacto bajo, con índice total 1.63. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,I. Bekhoucha,Defender,120.0,4.0,1.0,0.0,0.0,19.0,4.0,11.0,5.0,2.0,0.0,0.94,4.33,1.63,Rotación / impacto bajo,"I. Bekhoucha (Getafe) aparece como rotación / impacto bajo, con índice total 1.63. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Juanmi,Forward,171.0,8.0,0.0,1.0,0.0,36.0,3.0,9.0,0.0,0.0,2.94,0.75,1.12,1.63,Rotación / impacto bajo,"Juanmi (Getafe) aparece como rotación / impacto bajo, con índice total 1.63. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Álex Forés,Forward,289.0,15.0,2.0,0.0,0.0,54.0,11.0,10.0,0.0,1.0,1.51,0.99,2.37,1.59,Rotación / impacto bajo,"Álex Forés (Oviedo) aparece como rotación / impacto bajo, con índice total 1.59. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,Abel Ruiz,Forward,158.0,8.0,0.0,0.0,0.0,34.0,5.0,7.0,1.0,1.0,1.77,1.0,1.9,1.54,Rotación / impacto bajo,"Abel Ruiz (Girona) aparece como rotación / impacto bajo, con índice total 1.54. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Javi Llabrés,Forward,158.0,14.0,1.0,0.0,0.0,53.0,6.0,9.0,2.0,0.0,0.95,1.4,2.32,1.52,Rotación / impacto bajo,"Javi Llabrés (Mallorca) aparece como rotación / impacto bajo, con índice total 1.52. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,M. Vecino,Midfielder,72.0,3.0,1.0,0.0,0.0,57.0,2.0,6.0,3.0,2.0,0.06,1.71,2.83,1.47,Rotación / impacto bajo,"M. Vecino (Celta) aparece como rotación / impacto bajo, con índice total 1.47. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Antoniu Roca,Forward,108.0,8.0,1.0,0.0,0.0,31.0,6.0,13.0,2.0,0.0,0.63,1.39,2.46,1.44,Rotación / impacto bajo,"Antoniu Roca (Espanyol) aparece como rotación / impacto bajo, con índice total 1.44. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,L. Krejčí,Defender,180.0,2.0,2.0,0.0,0.0,104.0,6.0,5.0,0.0,1.0,0.06,2.7,1.53,1.43,Rotación / impacto bajo,"L. Krejčí (Girona) aparece como rotación / impacto bajo, con índice total 1.43. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Daniel Yáñez,Forward,32.0,1.0,0.0,0.0,1.0,14.0,0.0,5.0,1.0,0.0,2.78,0.56,0.82,1.42,Rotación / impacto bajo,"Daniel Yáñez (Real Madrid) aparece como rotación / impacto bajo, con índice total 1.42. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,A. Houary,Forward,125.0,2.0,2.0,0.0,0.0,53.0,8.0,7.0,2.0,1.0,0.0,1.82,2.59,1.41,Rotación / impacto bajo,"A. Houary (Elche) aparece como rotación / impacto bajo, con índice total 1.41. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Villareal,A. Freeman,Defender,58.0,5.0,0.0,0.0,0.0,47.0,4.0,5.0,2.0,2.0,0.22,1.49,2.65,1.4,Rotación / impacto bajo,"A. Freeman (Villareal) aparece como rotación / impacto bajo, con índice total 1.40. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Athletic Club,Beñat Prados,Midfielder,85.0,2.0,1.0,0.0,0.0,49.0,4.0,6.0,2.0,2.0,0.45,1.32,2.5,1.37,Rotación / impacto bajo,"Beñat Prados (Athletic Club) aparece como rotación / impacto bajo, con índice total 1.37. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Mikel Goti,Midfielder,74.0,4.0,1.0,0.0,0.0,29.0,3.0,5.0,0.0,0.0,0.24,2.68,0.82,1.27,Rotación / impacto bajo,"Mikel Goti (Real sociedad) aparece como rotación / impacto bajo, con índice total 1.27. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,F. Mendy,Defender,91.0,2.0,1.0,0.0,0.0,90.0,4.0,4.0,1.0,1.0,0.06,2.2,1.52,1.25,Rotación / impacto bajo,"F. Mendy (Real Madrid) aparece como rotación / impacto bajo, con índice total 1.25. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Jon Karrikaburu,Forward,127.0,6.0,0.0,0.0,0.0,17.0,3.0,7.0,1.0,0.0,1.74,0.53,1.28,1.18,Rotación / impacto bajo,"Jon Karrikaburu (Real sociedad) aparece como rotación / impacto bajo, con índice total 1.18. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,L. Koleosho,Forward,60.0,3.0,0.0,0.0,0.0,24.0,9.0,5.0,1.0,1.0,0.28,1.23,2.14,1.17,Rotación / impacto bajo,"L. Koleosho (Espanyol) aparece como rotación / impacto bajo, con índice total 1.17. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Villareal,Carlos Maciá,Midfielder,77.0,4.0,0.0,0.0,0.0,38.0,8.0,6.0,0.0,2.0,0.12,1.22,2.33,1.17,Rotación / impacto bajo,"Carlos Maciá (Villareal) aparece como rotación / impacto bajo, con índice total 1.17. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Valde,Defender,78.0,1.0,1.0,0.0,0.0,34.0,3.0,7.0,3.0,0.0,0.28,1.16,2.05,1.12,Rotación / impacto bajo,"Valde (Real Madrid) aparece como rotación / impacto bajo, con índice total 1.12. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Alex Sánchez,Forward,5.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.56,0.14,0.53,1.1,Rotación / impacto bajo,"Alex Sánchez (Elche) aparece como rotación / impacto bajo, con índice total 1.10. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,V. Birmančević,Midfielder,68.0,3.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,1.0,0.88,1.13,1.27,1.08,Rotación / impacto bajo,"V. Birmančević (Getafe) aparece como rotación / impacto bajo, con índice total 1.08. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,César Palacios,Midfielder,51.0,2.0,0.0,0.0,0.0,27.0,2.0,5.0,1.0,3.0,0.34,0.72,2.33,1.07,Rotación / impacto bajo,"César Palacios (Real Madrid) aparece como rotación / impacto bajo, con índice total 1.07. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,M. ter Stegen,Goalkeeper,180.0,2.0,2.0,0.0,0.0,75.0,14.0,0.0,0.0,0.0,0.0,1.92,1.32,1.07,Rotación / impacto bajo,"M. ter Stegen (Barcelona) aparece como rotación / impacto bajo, con índice total 1.07. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,M. ter Stegen,Goalkeeper,180.0,2.0,2.0,0.0,0.0,75.0,14.0,0.0,0.0,0.0,0.0,1.92,1.32,1.07,Rotación / impacto bajo,"M. ter Stegen (Girona) aparece como rotación / impacto bajo, con índice total 1.07. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Dro Fernández,Midfielder,90.0,4.0,1.0,0.0,0.0,47.0,3.0,8.0,0.0,0.0,0.63,1.39,1.03,1.01,Rotación / impacto bajo,"Dro Fernández (Barcelona) aparece como rotación / impacto bajo, con índice total 1.01. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,A. Lunin,Goalkeeper,180.0,2.0,2.0,0.0,0.0,66.0,19.0,0.0,0.0,0.0,0.0,1.44,1.68,1.01,Rotación / impacto bajo,"A. Lunin (Real Madrid) aparece como rotación / impacto bajo, con índice total 1.01. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Ramón Martínez,Defender,100.0,2.0,0.0,0.0,0.0,64.0,3.0,2.0,0.0,1.0,0.0,1.85,1.06,0.96,Rotación / impacto bajo,"Ramón Martínez (Sevilla) aparece como rotación / impacto bajo, con índice total 0.96. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Bambo Diaby,Defender,99.0,4.0,1.0,0.0,0.0,62.0,3.0,5.0,0.0,1.0,0.06,1.31,1.51,0.93,Rotación / impacto bajo,"Bambo Diaby (Elche) aparece como rotación / impacto bajo, con índice total 0.93. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Miguel Ángel,Forward,58.0,4.0,0.0,0.0,0.0,24.0,5.0,9.0,1.0,0.0,0.55,0.56,1.8,0.93,Rotación / impacto bajo,"Miguel Ángel (Sevilla) aparece como rotación / impacto bajo, con índice total 0.93. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,V. Krapyvtsov,Goalkeeper,136.0,2.0,1.0,0.0,0.0,39.0,12.0,1.0,0.0,0.0,0.0,1.43,1.32,0.9,Rotación / impacto bajo,"V. Krapyvtsov (Girona) aparece como rotación / impacto bajo, con índice total 0.90. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Nacho Pérez,Defender,80.0,2.0,1.0,0.0,0.0,39.0,2.0,4.0,1.0,1.0,0.22,1.03,1.43,0.87,Rotación / impacto bajo,"Nacho Pérez (Levante) aparece como rotación / impacto bajo, con índice total 0.87. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Atletico Madrid,Julio Díaz,Midfielder,90.0,1.0,1.0,0.0,0.0,47.0,3.0,6.0,1.0,0.0,0.28,1.14,1.18,0.85,Rotación / impacto bajo,"Julio Díaz (Atletico Madrid) aparece como rotación / impacto bajo, con índice total 0.85. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,T. Borbas,Forward,76.0,6.0,0.0,0.0,0.0,24.0,2.0,10.0,0.0,0.0,0.79,0.47,1.37,0.85,Rotación / impacto bajo,"T. Borbas (Oviedo) aparece como rotación / impacto bajo, con índice total 0.85. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Jofre Torrents,Defender,47.0,3.0,0.0,0.0,0.0,34.0,3.0,3.0,2.0,0.0,0.18,0.82,1.4,0.77,Rotación / impacto bajo,"Jofre Torrents (Barcelona) aparece como rotación / impacto bajo, con índice total 0.77. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Alejandro Mestanza,Midfielder,70.0,3.0,1.0,0.0,0.0,23.0,5.0,7.0,1.0,0.0,0.18,0.73,1.45,0.75,Rotación / impacto bajo,"Alejandro Mestanza (Getafe) aparece como rotación / impacto bajo, con índice total 0.75. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Abdón Prats,Forward,86.0,10.0,0.0,0.0,0.0,17.0,1.0,6.0,0.0,0.0,1.17,0.34,0.74,0.75,Rotación / impacto bajo,"Abdón Prats (Mallorca) aparece como rotación / impacto bajo, con índice total 0.75. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Gonzalo Villar,Midfielder,72.0,4.0,0.0,0.0,0.0,32.0,5.0,6.0,0.0,0.0,0.06,1.1,1.09,0.73,Rotación / impacto bajo,"Gonzalo Villar (Elche) aparece como rotación / impacto bajo, con índice total 0.73. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,Aitor Mañas,Forward,66.0,6.0,0.0,0.0,0.0,14.0,4.0,4.0,1.0,0.0,0.88,0.26,1.08,0.72,Rotación / impacto bajo,"Aitor Mañas (Alaves) aparece como rotación / impacto bajo, con índice total 0.72. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,D. Camara,Forward,71.0,2.0,1.0,0.0,0.0,10.0,1.0,2.0,0.0,1.0,1.23,0.16,0.72,0.71,Rotación / impacto bajo,"D. Camara (Girona) aparece como rotación / impacto bajo, con índice total 0.71. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,David Jiménez,Defender,77.0,2.0,1.0,0.0,0.0,35.0,3.0,1.0,1.0,0.0,0.43,0.84,0.79,0.68,Rotación / impacto bajo,"David Jiménez (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.68. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,M. El Ghezouani,Forward,50.0,2.0,0.0,0.0,0.0,15.0,1.0,7.0,2.0,0.0,0.28,0.27,1.44,0.63,Rotación / impacto bajo,"M. El Ghezouani (Elche) aparece como rotación / impacto bajo, con índice total 0.63. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Pablo Agudín,Midfielder,72.0,5.0,0.0,0.0,0.0,15.0,6.0,5.0,0.0,0.0,0.3,0.48,1.17,0.62,Rotación / impacto bajo,"Pablo Agudín (Oviedo) aparece como rotación / impacto bajo, con índice total 0.62. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Dani Rodríguez,Midfielder,67.0,2.0,0.0,0.0,0.0,18.0,1.0,7.0,1.0,0.0,0.28,0.43,1.18,0.6,Rotación / impacto bajo,"Dani Rodríguez (Mallorca) aparece como rotación / impacto bajo, con índice total 0.60. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,I. Diabate,Forward,118.0,2.0,1.0,0.0,0.0,26.0,1.0,4.0,0.0,0.0,0.55,0.51,0.47,0.51,Rotación / impacto bajo,"I. Diabate (Alaves) aparece como rotación / impacto bajo, con índice total 0.51. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Jorge Montes,Defender,26.0,1.0,0.0,0.0,0.0,9.0,1.0,5.0,2.0,0.0,0.28,0.1,1.25,0.51,Rotación / impacto bajo,"Jorge Montes (Getafe) aparece como rotación / impacto bajo, con índice total 0.51. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Pelayo Fernández,Defender,45.0,1.0,0.0,0.0,0.0,35.0,1.0,4.0,0.0,0.0,0.06,0.7,0.71,0.48,Rotación / impacto bajo,"Pelayo Fernández (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 0.48. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,J. Ochieng,Forward,25.0,1.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,0.0,0.51,0.54,0.36,0.48,Rotación / impacto bajo,"J. Ochieng (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.48. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Wesley,Forward,64.0,3.0,1.0,0.0,0.0,21.0,2.0,3.0,0.0,0.0,0.12,0.74,0.54,0.46,Rotación / impacto bajo,"Wesley (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.46. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Joan Jordán,Midfielder,22.0,3.0,0.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.69,0.75,0.46,Rotación / impacto bajo,"Joan Jordán (Sevilla) aparece como rotación / impacto bajo, con índice total 0.46. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,T. Abed,Forward,36.0,4.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,0.0,0.06,0.37,0.89,0.42,Rotación / impacto bajo,"T. Abed (Levante) aparece como rotación / impacto bajo, con índice total 0.42. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,S. Idumbo,Midfielder,45.0,1.0,1.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,0.34,0.56,0.36,0.42,Rotación / impacto bajo,"S. Idumbo (Sevilla) aparece como rotación / impacto bajo, con índice total 0.42. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Y. Neyou,Defender,65.0,5.0,0.0,0.0,0.0,18.0,2.0,2.0,0.0,0.0,0.0,0.69,0.61,0.42,Rotación / impacto bajo,"Y. Neyou (Getafe) aparece como rotación / impacto bajo, con índice total 0.42. Su perfil permite valorar impacto individual dentro del modelo colectivo."
